ID Number,Name,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level
301,DELCATTY,Fake Out,1,Assist,1,Sing,1,Copycat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,SABLEYE,Will-O-Wisp,1,Scratch,1,Foresight,4,Night Shade,8,Teleport,11,Faint Attack,15,Fake Out,18,Brick Break,22,Shadow Sneak,25,Teleport,29,Zen Headbutt,32,Punishment,36,Shadow Claw,39,Power Gem,43,Teleport,46,Double-Edge,50,Crunch,53,Recover,57,,,,,,
303,MAWILE,Bite,1,False Swipe,6,Metal Claw,11,Sweet Scent,16,Fire Fang,21,Poison Fang,26,Iron Head,31,Super Fang,36,Crunch,41,Thunder Fang,46,Meteor Mash,51,Swallow,51,Ice Fang,51,ViceGrip,56,,,,,,,,,,,,,,
304,ARON,Rock Throw,1,Dig,4,Iron Head,8,Headbutt,11,Rock Throw,15,Roar,18,Take Down,22,Flash Cannon,25,Body Slam,29,Rock Slide,35,Roar,36,Iron Head,39,Metal Burst,43,Head Smash,60,,,,,,,,,,,,,,
305,LAIRON,Secret Power,1,SmellingSalt,1,Roar,1,Headbutt,1,Rock Throw,4,Metal Claw,8,Take Down,11,Rock Slide,15,Roar,18,Double-Edge,22,Flash Cannon,25,Earthquake,29,Rock Slide,34,Roar,40,Iron Head,45,Metal Burst,51,Stone Edge,65,,,,,,,,
306,AGGRON,Secret Power,1,Nature Power,1,Earthquake,1,Hyper Beam,1,Body Slam,4,Aqua Tail,8,Metal Claw,11,Rock Slide,15,Seed Bomb,18,Double-Edge,22,Flash Cannon,25,Earthquake,29,Stone Edge,34,Roar,40,Iron Head,48,Metal Burst,57,Stone Edge,75,,,,,,,,
307,MEDITITE,Teleport,1,Karate Chop,4,Confusion,8,Hidden Power,11,Secret Power,15,Teleport,18,Rock Throw,22,Seismic Toss,25,Psybeam,29,Poison Jab,32,Teleport,36,Zen Headbutt,49,Force Palm,54,Meditate,100,,,,,,,,,,,,,,
308,MEDICHAM,Brick Break,1,Poison Jab,1,ThunderPunch,1,Ice Punch,1,Seismic Toss,1,Body Slam,1,Hidden Power,1,Karate Chop,4,Psychic,8,Secret Power,11,Iron Head,15,Teleport,18,Fire Punch,22,Ice Punch,25,Force Palm,29,Psychic,32,Teleport,36,Recover,42,Jump Kick,70,Psycho Cut,77,,
309,ELECTRIKE,Tackle,1,ThunderShock,4,Roar,9,Thunder Wave,12,Shock Wave,20,Bite,25,Swift,28,Wild Charge,33,Roar,36,Teleport,41,Discharge,44,Flamethrower,49,,,,,,,,,,,,,,,,,,
310,MANECTRIC,Fire Fang,1,Thunder Fang,1,Thunder Wave,1,Roar,1,Signal Beam,1,Thunder Wave,4,Ice Fang,9,Shock Wave,12,Teleport,17,Wild Charge,20,Crunch,26,Flame Wheel,30,Thunder Fang,37,Roar,42,Teleport,49,Thunderbolt,60,Fire Blast,65,,,,,,,,
311,PLUSLE,ThunderShock,1,Thunder Wave,3,Quick Attack,7,Helping Hand,10,ThunderPunch,15,Fire Punch,17,Swift,21,Copycat,24,Wild Charge,29,Ice Punch,31,Charge,35,Hyper Voice,38,Discharge,42,Grass Knot,44,Thunderbolt,48,Fake Tears,51,,,,,,,,,,
312,MINUN,ThunderShock,1,Thunder Wave,3,Quick Attack,7,Helping Hand,10,ThunderPunch,15,Fire Punch,17,Swift,21,Copycat,24,Wild Charge,29,Ice Punch,31,Charge,35,Hyper Voice,38,Discharge,42,Grass Knot,44,Thunderbolt,48,Charm,51,,,,,,,,,,
313,VOLBEAT,Flash,1,Quick Attack,1,Signal Beam,5,Confuse Ray,9,Moonlight,13,Seismic Toss,17,ThunderPunch,21,Thunder Wave,25,Bug Bite,29,Helping Hand,33,Zen Headbutt,37,Tail Glow,41,U-turn,45,,,,,,,,,,,,,,,,
314,ILLUMISE,Quick Attack,1,Sweet Scent,5,Flatter,9,Moonlight,13,Bug Bite,17,Encore,21,Signal Beam,25,Thunder Wave,29,Helping Hand,33,Giga Drain,37,Bug Buzz,41,Charm,45,,,,,,,,,,,,,,,,,,
315,ROSELIA,Mega Drain,1,Poison Sting,4,Twineedle,7,Stun Spore,10,Mega Drain,16,DoubleSlap,19,Pin Missile,22,Toxic,25,Magical Leaf,28,Poison Jab,31,Needle Arm,33,Aromatherapy,65,GrassWhistle,70,Sludge Bomb,77,Extrasensory,85,Petal Dance,90,,,,,,,,,,
316,GULPIN,Acid,1,Mega Drain,6,Toxic,9,Body Slam,14,Encore,17,Sludge,23,Smog,28,Payback,34,Yawn,34,Sludge Bomb,34,Explosion,39,Gastro Acid,44,Wring Out,49,Swallow,54,,,,,,,,,,,,,,
317,SWALOT,Toxic,1,Rollout,1,Sludge Bomb,1,Giga Drain,1,Body Slam,6,Wring Out,9,Acid,14,Poison Gas,17,Encore,23,Poison Jab,26,Selfdestruct,30,Yawn,38,Fire Punch,38,Sludge Bomb,38,Explosion,45,Gastro Acid,52,Earthquake,59,Swallow,66,,,,,,
318,CARVANHA,Water Gun,1,Bite,1,Rage,6,Bug Bite,8,Hyper Fang,11,Faint Attack,16,Aqua Cutter,18,Water Pulse,21,Payback,26,Dark Pulse,28,Poison Fang,38,Dive,44,Pursuit,50,Crunch,55,Ice Fang,60,ViceGrip,66,,,,,,,,,,
319,SHARPEDO,Feint,1,Whirlpool,1,Bite,1,Rage,1,Night Slash,1,Aqua Tail,6,Thrash,8,Aerial Ace,11,Ice Fang,16,Fire Fang,18,Thunder Fang,21,Assurance,26,Aqua Cutter,28,Hyper Fang,30,Water Pulse,34,Pursuit,43,Crunch,45,Super Fang,66,Aqua Jet,96,,,,
320,WAILMER,Water Pulse,1,Astonish,4,Body Slam,7,Whirlpool,11,Ice Ball,14,Brine,17,Hyper Voice,21,Roar,24,Swallow,27,Dive,31,Bounce,34,Selfdestruct,37,Roar,41,Hydro Pump,54,Water Spout,100,,,,,,,,,,,,
321,WAILORD,Water Pulse,1,Body Slam,1,Slam,1,Ice Ball,1,Double-Edge,4,Brine,7,Astonish,11,Whirlpool,14,Astonish,17,Dive,21,Hyper Voice,24,Roar,27,Swallow,31,Aqua Tail,34,Bounce,37,Selfdestruct,46,Roar,54,Hydro Pump,67,,,,,,
322,NUMEL,Tackle,1,Rock Throw,1,Sand Tomb,5,Fire Spin,11,Selfdestruct,15,Earth Power,21,Rock Slide,25,Lava Plume,31,Explosion,35,Earthquake,41,Stone Edge,45,Eruption,51,,,,,,,,,,,,,,,,,,
323,CAMERUPT,Rage,1,Thrash,1,Fire Spin,1,Sand Tomb,1,AncientPower,5,Bulldoze,11,Flare Blitz,15,Selfdestruct,21,Earth Power,25,Rock Slide,31,Lava Plume,33,Explosion,39,Earthquake,49,Stone Edge,57,Eruption,67,,,,,,,,,,,,
324,TORKOAL,Fire Spin,1,Smog,4,SmokeScreen,7,Ember,12,Dig,17,Rock Slide,20,Flame Wheel,23,Selfdestruct,28,Body Slam,33,Smog,36,Lava Plume,39,Explosion,44,Earth Power,49,AncientPower,52,Heat Wave,66,,,,,,,,,,,,
325,SPOINK,Confusion,1,Snore,7,Magic Coat,10,Psybeam,14,Body Slam,15,Confuse Ray,18,Bounce,21,Zen Headbutt,26,Signal Beam,29,Extrasensory,29,Power Gem,34,Shadow Ball,41,Aura Sphere,46,Psychic,48,,,,,,,,,,,,,,
326,GRUMPIG,Payback,1,Seismic Toss,1,Magic Coat,1,Brick Break,1,Snore,7,Ice Punch,10,ThunderPunch,14,Blaze Kick,15,Teeter Dance,18,Bounce,21,Zen Headbutt,26,Signal Beam,29,Extrasensory,29,Power Gem,37,Shadow Ball,47,Aura Sphere,55,Psychic,60,,,,,,,,
327,SPINDA,Tackle,1,Uproar,5,Copycat,10,Faint Attack,14,Psybeam,19,Blaze Kick,23,Dizzy Punch,28,Flail,32,Teeter Dance,44,Superpower,47,Hypnosis,50,Sucker Punch,51,Fire Spin,55,,,,,,,,,,,,,,,,
328,TRAPINCH,Bite,1,Sand-Attack,9,Bug Bite,17,Sand Tomb,25,Crunch,33,Dig,41,Poison Fang,49,Hyper Beam,57,Earthquake,65,Fire Fang,73,Superpower,89,Gastro Acid,100,,,,,,,,,,,,,,,,,,
329,VIBRAVA,SonicBoom,1,Acid,1,Faint Attack,1,DragonBreath,1,Sand Tomb,9,Twister,17,Sand-Attack,25,Supersonic,33,Bug Buzz,35,Whirlwind,41,Hyper Voice,49,Earthquake,57,,,,,,,,,,,,,,,,,,
330,FLYGON,Bug Buzz,1,Sand-Attack,1,Sand Tomb,1,Twister,1,Supersonic,9,Faint Attack,17,Hyper Voice,25,Dragon Claw,33,Earthquake,35,Whirlwind,41,Fire Punch,45,Earth Power,49,Dragon Pulse,57,,,,,,,,,,,,,,,,
331,CACNEA,Poison Sting,1,Scratch,1,Absorb,5,Leech Life,9,Mega Drain,13,Dig,17,Needle Arm,21,Pin Missile,25,Razor Leaf,29,Payback,33,Low Kick,37,ThunderPunch,41,Energy Ball,45,Dark Pulse,49,Brick Break,53,Teeter Dance,57,Needle Arm,59,,,,,,,,
332,CACTURNE,Low Kick,1,Poison Sting,1,Sand Tomb,1,Energy Ball,1,Dark Pulse,1,Leech Life,5,Pursuit,9,ThunderPunch,13,Pin Missile,17,Mega Drain,21,Faint Attack,25,Revenge,29,Payback,35,Beat Up,41,Punishment,47,Needle Arm,50,Drain Punch,59,Giga Drain,65,Sucker Punch,99,,,,
333,SWABLU,Sing,1,Pluck,1,Astonish,5,Whirlwind,9,Swift,13,Air Cutter,18,Steel Wing,23,Hyper Voice,28,Sing,32,Mirror Move,36,Refresh,40,Dragon Pulse,45,Air Slash,50,,,,,,,,,,,,,,,,
334,ALTARIA,Pluck,1,Brave Bird,1,Body Slam,1,Mirror Move,1,Fire Spin,1,Twister,5,Refresh,9,Hyper Voice,13,Safeguard,18,Dragon Rush,23,Fire Blast,28,DragonBreath,35,Sing,35,Air Slash,39,Whirlwind,46,Dragon Pulse,54,Earth Power,62,Sky Attack,70,,,,,,
335,ZANGOOSE,Scratch,1,Cut,1,False Swipe,5,Metal Claw,9,Fury Cutter,14,Slash,18,Fury Swipes,22,Pursuit,27,Roar,31,X-Scissor,35,Night Slash,40,Shadow Claw,44,Close Combat,68,Crush Claw,83,,,,,,,,,,,,,,
336,SEVIPER,Wrap,1,Cross Poison,7,Bite,10,Pursuit,16,Swallow,19,X-Scissor,25,Night Slash,28,Wring Out,34,Poison Fang,37,Fire Fang,43,Crunch,46,Earthquake,49,Glare,62,Poison Tail,83,,,,,,,,,,,,,,
337,LUNATONE,Night Shade,1,Moonlight,1,Dark Pulse,1,Signal Beam,9,Teleport,12,AncientPower,20,Hypnosis,23,Earth Power,31,Selfdestruct,34,Power Gem,42,Psychic,45,Aura Sphere,53,Explosion,56,,,,,,,,,,,,,,,,
338,SOLROCK,SolarBeam,1,Fire Spin,1,Sand Tomb,1,Flare Blitz,9,Teleport,12,Will-O-Wisp,20,Psycho Cut,23,Rock Slide,31,Selfdestruct,34,Zen Headbutt,42,Earthquake,45,Stone Edge,53,Explosion,56,,,,,,,,,,,,,,,,
339,BARBOACH,Mud-Slap,1,Water Gun,6,Tackle,6,Water Pulse,10,Headbutt,14,Mud Bomb,18,Bounce,22,Future Sight,26,Muddy Water,31,Zen Headbutt,31,Rock Slide,41,Earthquake,44,Wild Charge,47,Aqua Tail,51,,,,,,,,,,,,,,
340,WHISCASH,Zen Headbutt,1,Whirlpool,1,Mud-Slap,1,Headbutt,1,Rock Slide,1,Bounce,6,Body Slam,6,Dive,10,Mud Bomb,14,Swallow,18,Muddy Water,22,Dig,26,Body Slam,33,Future Sight,33,Rock Slide,47,Earthquake,55,Wild Charge,65,Stone Edge,70,Aqua Tail,75,,,,
341,CORPHISH,Bubble,1,False Swipe,7,BubbleBeam,10,Secret Power,13,Aerial Ace,20,Water Pulse,23,Metal Claw,26,X-Scissor,32,Night Slash,35,ViceGrip,38,Crush Claw,44,Ice Punch,47,Crunch,53,Crabhammer,55,,,,,,,,,,,,,,
342,CRAWDAUNT,Endeavor,1,Dark Pulse,1,Double Hit,1,Metal Claw,1,Crush Claw,7,Thrash,10,Aerial Ace,13,Seismic Toss,20,Payback,23,ViceGrip,26,X-Scissor,30,Ice Punch,34,Night Slash,39,ViceGrip,44,Crush Claw,57,Cross Chop,60,Crunch,65,Crabhammer,75,,,,,,
343,BALTOY,Confusion,1,Mud-Slap,3,Secret Power,5,Psybeam,7,Mud Bomb,11,Teleport,15,AncientPower,19,Zen Headbutt,25,Earth Power,31,Selfdestruct,37,Teleport,45,Psychic,53,Earthquake,61,Explosion,71,,,,,,,,,,,,,,
344,CLAYDOL,Teleport,1,Rock Slide,1,Secret Power,1,Hidden Power,1,Extrasensory,3,Ice Beam,5,Signal Beam,7,Psybeam,11,AncientPower,15,Teleport,19,Zen Headbutt,25,Hyper Beam,36,Earth Power,36,Selfdestruct,40,Teleport,51,Psychic,62,Earthquake,73,Explosion,86,,,,,,
345,LILEEP,Ingrain,1,Rock Throw,1,Acid,8,Confuse Ray,15,Wring Out,22,Rock Slide,29,Brine,36,Swallow,43,Energy Ball,50,AncientPower,57,Earth Power,57,Gastro Acid,57,Giga Drain,64,,,,,,,,,,,,,,,,
346,CRADILY,Mega Drain,1,Wrap,1,Mirror Coat,1,Ingrain,1,Gastro Acid,8,Wring Out,15,Confuse Ray,22,Stone Edge,29,Brine,36,Swallow,46,Energy Ball,56,AncientPower,66,Earth Power,66,Recover,66,Giga Drain,76,,,,,,,,,,,,
347,ANORITH,Scratch,1,Leech Life,1,Rock Throw,7,Water Pulse,13,Metal Claw,19,Aerial Ace,25,Rock Slide,31,Fury Cutter,37,Crush Claw,43,Rock Blast,49,Dive,55,X-Scissor,61,,,,,,,,,,,,,,,,,,
348,ARMALDO,Aerial Ace,1,Bug Bite,1,False Swipe,1,Night Slash,1,Rock Slide,7,Dive,13,Metal Claw,19,Rock Blast,25,Crush Claw,31,Fury Cutter,37,Earthquake,46,Stone Edge,55,Superpower,67,X-Scissor,73,,,,,,,,,,,,,,
349,FEEBAS,Water Pulse,1,Tackle,15,Flail,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,MILOTIC,Mirror Coat,1,Wrap,1,Aurora Beam,5,Whirlpool,9,Water Pulse,13,Twister,17,Aqua Tail,21,Hyper Voice,25,Refresh,29,DragonBreath,33,Hydro Pump,37,Twister,55,Ice Beam,76,Dragon Pulse,81,,,,,,,,,,,,,,
351,CASTFORM,Nature Power,1,Water Gun,10,Ember,10,Powder Snow,10,Hydro Pump,20,Flamethrower,20,Ice Beam,20,Water Ball,30,,,,,,,,,,,,,,,,,,,,,,,,,,
352,KECLEON,Camouflage,1,Disable,1,Seismic Toss,1,Lick,1,Low Kick,1,Swallow,4,Faint Attack,7,Conversion 2,10,Feint,14,Body Slam,18,Shadow Sneak,22,Beat Up,27,Fake Out,32,Aqua Tail,37,Fury Swipes,43,Shadow Claw,45,Recover,48,Sucker Punch,55,Poison Tail,59,Iron Tail,60,,
353,SHUPPET,Shadow Sneak,1,Uproar,5,Night Shade,8,Spite,16,Ominous Wind,20,Will-O-Wisp,23,Revenge,30,Teleport,31,Flatter,35,Shadow Ball,38,Pain Split,43,Thunder Wave,49,,,,,,,,,,,,,,,,,,
354,BANETTE,Shadow Ball,1,Pursuit,1,Ice Punch,1,ThunderPunch,1,Night Shade,5,Fire Punch,8,Submission,16,Payback,20,Body Slam,23,Shadow Punch,28,Teleport,31,Double-Edge,35,Will-O-Wisp,42,Revenge,51,Shadow Claw,58,,,,,,,,,,,,
355,DUSKULL,Astonish,1,Night Shade,1,Take Down,6,Payback,9,Teleport,14,Confuse Ray,17,Double-Edge,22,Future Sight,25,Memento,30,Teleport,33,Pain Split,38,Aura Sphere,41,Shadow Sneak,100,,,,,,,,,,,,,,,,
356,DUSCLOPS,Fire Punch,1,Ice Punch,1,ThunderPunch,1,Take Down,1,Mystical Fire,1,Shadow Ball,1,Night Shade,1,Future Sight,1,Hyper Beam,6,Zen Headbutt,9,Astonish,14,Teleport,17,Shadow Ball,22,Seismic Toss,25,Payback,30,Double-Edge,33,Teleport,37,Shadow Punch,43,Memento,51,Earthquake,61,,
357,TROPIUS,Seed Bomb,1,Gust,1,Body Slam,7,Nature Power,11,Sweet Scent,17,Magical Leaf,21,Aerial Ace,27,Earth Power,31,Dragon Pulse,37,Leaf Blade,41,Air Slash,47,Earthquake,51,Natural Gift,57,Leaf Storm,61,,,,,,,,,,,,,,
358,CHIMECHO,Safeguard,1,Wrap,6,Uproar,9,Confuse Ray,14,Heal Bell,17,Hyper Voice,22,Yawn,25,Psychic,30,Signal Beam,33,Recover,38,Shadow Ball,41,Extrasensory,46,Aura Sphere,49,Flash Cannon,51,Metal Sound,85,,,,,,,,,,,,
359,ABSOL,Faint Attack,1,Assurance,1,Bite,4,Dark Pulse,9,Aerial Ace,12,Slash,17,Rock Slide,20,Shadow Ball,22,Punishment,25,Future Sight,28,X-Scissor,40,Stone Edge,47,Pursuit,51,Shadow Claw,53,Zen Headbutt,55,Megahorn,60,Teleport,61,Night Slash,67,Psycho Cut,69,Superpower,73,Shadow Sneak,99
360,WYNAUT,Destiny Bond,1,Mimic,1,Encore,1,Counter,15,Mirror Coat,15,Safeguard,15,Metal Burst,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,SNORUNT,Powder Snow,1,Astonish,1,Bite,4,Headbutt,10,Aurora Beam,13,Secret Power,19,Nature Power,22,Ice Fang,28,Crunch,31,Double-Edge,37,Ice Beam,40,Shadow Ball,46,,,,,,,,,,,,,,,,,,
362,GLALIE,Powder Snow,1,Ice Ball,1,Rock Blast,1,Thunder Fang,1,Rock Slide,4,Bite,10,Ice Fang,13,Selfdestruct,19,Crunch,22,Earth Power,28,Ice Beam,31,Explosion,32,Stone Edge,55,Earthquake,60,Avalanche,75,,,,,,,,,,,,
363,SPHEAL,Flatter,1,Powder Snow,1,Wake-Up Slap,1,Water Gun,1,Body Slam,7,BubbleBeam,13,Bounce,19,Gyro Ball,25,Encore,31,Ice Ball,37,Dive,37,Yawn,43,Aurora Beam,49,,,,,,,,,,,,,,,,
364,SEALEO,Powder Snow,1,Odor Sleuth,1,Brine,1,Secret Power,1,Gyro Ball,7,Bite,13,Body Slam,19,Aurora Beam,25,Encore,31,Ice Ball,39,Dive,39,Yawn,47,Aurora Beam,55,Flatter,58,,,,,,,,,,,,,,
365,WALREIN,Body Slam,1,Brick Break,1,Brine,1,Ice Beam,1,Encore,1,Bite,7,Ice Ball,13,Brick Break,19,Icicle Spear,25,Close Combat,31,Dive,32,Super Fang,39,Ice Fang,39,Crunch,44,Aqua Tail,65,Yawn,65,,,,,,,,,,
366,CLAMPERL,Bubble,1,Aurora Beam,1,Secret Power,1,Water Pulse,1,Clamp,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,HUNTAIL,ViceGrip,1,Bite,6,Hydro Pump,10,Water Pulse,15,Ice Beam,19,Bite,24,ViceGrip,28,Body Slam,33,Ice Fang,37,Crunch,42,Aqua Tail,46,Swallow,51,,,,,,,,,,,,,,,,,,
368,GOREBYSS,ViceGrip,1,Confusion,6,Leech Life,10,Water Pulse,15,Aurora Beam,19,Psychic,24,Mega Drain,28,Whirlpool,33,Shadow Ball,37,Ice Beam,42,Giga Drain,46,Hydro Pump,51,,,,,,,,,,,,,,,,,,
369,RELICANTH,Body Slam,1,AncientPower,1,Take Down,8,Hydro Pump,15,Rock Slide,22,Double-Edge,29,Yawn,36,Dive,43,Stone Edge,50,Avalanche,57,Earthquake,64,Aqua Tail,71,Head Smash,94,,,,,,,,,,,,,,,,
370,LUVDISC,Flail,1,Charm,4,Aqua Jet,7,Water Pulse,9,Aqua Ring,14,Lucky Chant,17,Attract,22,Sweet Kiss,27,Brine,31,Safeguard,37,Captivate,40,Muddy Water,46,Heart Swap,51,,,,,,,,,,,,,,,,
371,BAGON,Headbutt,1,Rock Smash,5,Zen Headbutt,10,Roar,16,Iron Head,20,Dragon Claw,25,Double-Edge,31,Crunch,35,Roar,40,Outrage,66,Rollout,99,Head Smash,99,,,,,,,,,,,,,,,,,,
372,SHELGON,DragonBreath,1,Thunder Fang,1,Iron Head,1,Headbutt,1,Bite,5,Fire Fang,10,Take Down,16,Roar,20,Zen Headbutt,25,Dragon Claw,30,Gyro Ball,32,Bide,42,Roar,43,Crunch,50,Double-Edge,55,Dragon Rush,61,,,,,,,,,,
373,SALAMENCE,Steel Wing,1,Thunder Fang,1,Dragon Claw,1,Bite,1,Wing Attack,1,Crush Claw,1,Iron Head,5,Zen Headbutt,10,Crunch,16,Fire Spin,20,DragonBreath,25,Hyper Beam,30,Whirlwind,32,Fire Fang,37,Dragon Pulse,43,Fly,64,Roar,64,Flamethrower,66,Dragon Rush,100,,,,
374,BELDUM,Take Down,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,METANG,Magnet Bomb,1,ThunderPunch,1,Ice Punch,1,Pursuit,1,Metal Claw,20,Explosion,20,Teleport,24,Double-Edge,28,Iron Head,32,Zen Headbutt,36,Selfdestruct,40,Teleport,44,Psycho Cut,48,Explosion,52,Meteor Mash,56,,,,,,,,,,,,
376,METAGROSS,Bite,1,Thunder Fang,1,Zen Headbutt,1,Magnet Bomb,1,Metal Claw,20,Body Slam,20,Ice Fang,24,Double-Edge,28,Crunch,32,Teleport,36,Psycho Cut,40,Iron Head,44,Selfdestruct,45,Explosion,53,Hammer Arm,64,Meteor Mash,71,,,,,,,,,,
377,REGIROCK,Ice Punch,1,ThunderPunch,1,Fire Punch,9,Lock-On,17,Hammer Arm,25,Rock Blast,33,Selfdestruct,41,Drain Punch,49,Stone Edge,57,Explosion,65,Earthquake,73,Superpower,81,Rock Wrecker,89,,,,,,,,,,,,,,,,
378,REGICE,Lock-On,1,Focus Blast,1,Earth Power,9,Tri Attack,17,Ice Beam,25,AncientPower,33,Zap Cannon,41,Selfdestruct,49,Blizzard,57,Explosion,65,Thunderbolt,73,Hyper Beam,81,,,,,,,,,,,,,,,,,,
379,REGISTEEL,Ice Punch,1,ThunderPunch,1,Metal Claw,9,Earthquake,17,AncientPower,25,DynamicPunch,33,Iron Head,41,Selfdestruct,41,Hammer Arm,57,Meteor Mash,65,Explosion,73,Stone Edge,73,Superpower,81,Gyro Ball,89,,,,,,,,,,,,,,
380,LATIAS,Triple Axel,1,Hyper Voice,5,Transform,10,Zen Headbutt,15,DragonBreath,20,Hyper Beam,25,Psycho Shift,30,Whirlwind,35,Dragon Pulse,40,Recover,45,Roar,50,Teleport,55,Memento,60,Outrage,65,Mist Ball,70,,,,,,,,,,,,
381,LATIOS,Triple Axel,1,ExtremeSpeed,5,Aqua Jet,10,Zen Headbutt,15,DragonBreath,20,Hyper Beam,25,Refresh,30,Psycho Shift,35,Pursuit,40,Recover,45,Whirlwind,50,Teleport,55,Memento,60,Outrage,65,Luster Purge,70,,,,,,,,,,,,
382,KYOGRE,Crunch,1,Ice Fang,5,Aqua Tail,15,AncientPower,20,Hyper Beam,30,Thunder,35,Whirlwind,45,Hydro Pump,50,Teleport,60,Roar,65,Ice Beam,75,Water Spout,80,,,,,,,,,,,,,,,,,,
383,GROUDON,Hyper Beam,1,Dragon Rush,5,AncientPower,15,Magma Storm,20,Crunch,30,Earthquake,35,Head Smash,45,Flare Blitz,50,Teleport,60,Roar,65,Earth Power,75,Eruption,80,,,,,,,,,,,,,,,,,,
384,RAYQUAZA,Dragon Pulse,1,Sky Attack,5,AncientPower,15,Dragon Claw,20,Flare Blitz,30,Crunch,35,Hyper Beam,45,Draco Meteor,50,Whirlwind,60,Roar,65,ExtremeSpeed,75,Outrage,80,,,,,,,,,,,,,,,,,,
385,JIRACHI,Wish,1,Ice Punch,1,Fire Punch,5,Swift,10,ThunderPunch,15,Psychic,20,Refresh,25,Iron Head,30,Zen Headbutt,35,Double-Edge,40,Meteor Mash,45,ThunderPunch,50,Future Sight,55,Teleport,60,Last Resort,65,Doom Desire,70,,,,,,,,,,
386,DEOXYS,Shadow Ball,1,Wrap,1,Night Shade,9,Teleport,17,Fire Punch,25,Pursuit,33,Psycho Cut,41,ExtremeSpeed,49,Psycho Shift,57,Zen Headbutt,65,Superpower,73,Recover,81,Psycho Boost,89,Hyper Beam,97,,,,,,,,,,,,,,
387,TURTWIG,Tackle,1,Mega Drain,6,Bite,9,Rock Throw,13,Razor Leaf,15,Secret Power,17,Dig,25,Rock Slide,29,Crunch,33,Leaf Blade,37,Sand Tomb,41,Stone Edge,45,Synthesis,54,,,,,,,,,,,,,,,,
388,GROTLE,Seed Bomb,1,Headbutt,1,Mega Drain,6,Bite,9,Rock Throw,13,Stomp,16,Secret Power,17,Magical Leaf,22,Mud Shot,27,Rock Slide,32,Crunch,37,Leaf Blade,42,Sand Tomb,47,Stone Edge,52,Synthesis,70,,,,,,,,,,,,
389,TORTERRA,Leaf Storm,1,Tackle,1,Magical Leaf,1,Body Slam,1,Razor Leaf,1,Bite,5,Magical Leaf,9,Mud Shot,13,Rock Throw,17,Iron Head,22,Leaf Blade,27,Earthquake,32,Rock Slide,36,Crunch,39,Wood Hammer,45,Earthquake,51,Stone Edge,57,Double-Edge,60,,,,,,
390,CHIMCHAR,Scratch,1,Ember,6,Karate Chop,9,Helping Hand,12,Secret Power,15,Flame Wheel,17,Double Kick,23,Aerial Ace,25,Facade,31,Fire Spin,33,Submission,39,ThunderPunch,41,,,,,,,,,,,,,,,,,,
391,MONFERNO,Shadow Claw,1,Fire Spin,1,Karate Chop,1,Submission,7,Ember,9,Double Kick,14,Secret Power,16,Flame Wheel,19,Feint,26,Brick Break,29,Fire Punch,36,Facade,39,ThunderPunch,46,Flare Blitz,49,Ice Punch,66,Fake Out,84,Mach Punch,99,,,,,,,,
392,INFERNAPE,Blaze Kick,1,ThunderPunch,1,Fire Spin,1,Low Kick,1,Fire Punch,7,Brick Break,9,Seismic Toss,14,Punishment,17,Flame Wheel,21,Feint,29,Cross Chop,33,Shadow Claw,39,Roar,41,Close Combat,78,Flare Blitz,82,,,,,,,,,,,,
393,PIPLUP,Pound,1,Peck,6,Bubble,8,DoubleSlap,11,Metal Claw,13,Aurora Beam,16,Aqua Cutter,19,Helping Hand,22,Mist,25,Whirlpool,29,Roar,32,Hydro Pump,38,Weather Ball,40,Aqua Tail,43,Aqua Jet,49,,,,,,,,,,,,
394,PRINPLUP,Yawn,1,Dive,1,Peck,4,Bubble,8,Aurora Beam,13,BubbleBeam,14,Aqua Cutter,16,Aerial Ace,21,Natural Gift,24,Double Hit,26,Drill Peck,28,Mist,30,Knock Off,37,Haze,42,Avalanche,44,Aqua Tail,47,Weather Ball,51,Aqua Jet,55,,,,,,
395,EMPOLEON,Beat Up,1,Brick Break,1,Aqua Cutter,1,Night Slash,11,Double Hit,15,Hydro Pump,16,Yawn,19,Natural Gift,24,Rock Slide,28,X-Scissor,33,Steel Wing,39,Icicle Spear,40,Flash Cannon,44,Knock Off,46,Ice Beam,49,Metal Burst,55,Earthquake,64,Avalanche,70,Aqua Jet,73,Waterfall,75,,
396,STARLY,Tackle,1,Sand-Attack,1,Peck,5,Swift,9,Gust,13,Headbutt,17,Wing Attack,21,Whirlwind,25,Steel Wing,29,Double-Edge,45,Brave Bird,50,,,,,,,,,,,,,,,,,,,,
397,STARAVIA,Tackle,1,Sand-Attack,1,Peck,1,Peck,5,Swift,9,Bite,13,Headbutt,18,Wing Attack,23,Whirlwind,25,Steel Wing,36,Double-Edge,55,Brave Bird,60,,,,,,,,,,,,,,,,,,
